BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Natuur en Gezondheid;31;27;4;6,3;6,1;6,4
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Natuur en Techniek;3;3;0;6,3;6,6;6,6
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;18;15;3;6,6;6,5;6,7
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Cultuur en Maatschappij;9;9;0;6,6;6,3;6,6
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Economie en Maatschappij;13;13;0;6,6;6,5;6,6
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;8;0;6,8;6,9;6,9
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Natuur en Gezondheid;14;10;4;6,2;6,2;6,4
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Natuur en Techniek;10;10;0;6,7;6,7;6,9
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;24;22;2;6,9;6,7;7,0
16VK;16VK01;locatie, Van Haestrechtcollege;LOON OP ZAND;Noord-Brabant;VMBO;BL;Economie;Handel en Verkoop;10;10;0;6,4;6,9;6,7
16VK;16VK01;locatie, Van Haestrechtcollege;LOON OP ZAND;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;2;2;0;6,7;6,9;6,8
16VK;16VK01;locatie, Van Haestrechtcollege;LOON OP ZAND;Noord-Brabant;VMBO;KL;Economie;Handel en Verkoop;17;17;0;6,4;6,5;6,6
16VK;16VK01;locatie, Van Haestrechtcollege;LOON OP ZAND;Noord-Brabant;VMBO;TL;;;37;37;0;6,7;6,6;6,8
16VK;16VK02;Locatie, Walewyc-mavo;WAALWIJK;Noord-Brabant;VMBO;GL;Economie;Handel en Administratie -ISP;32;30;2;6,4;6,4;6,5
16VK;16VK02;Locatie, Walewyc-mavo;WAALWIJK;Noord-Brabant;VMBO;GL;Techniek;Technologie Orientatie;4;4;0;6,7;6,8;6,8
16VK;16VK02;Locatie, Walewyc-mavo;WAALWIJK;Noord-Brabant;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;17;2;6,2;6,1;6,3
16VK;16VK02;Locatie, Walewyc-mavo;WAALWIJK;Noord-Brabant;VMBO;TL;;;115;111;4;6,8;6,7;6,8
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;11;11;0;6,4;6,3;6,5
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Economie en Maatschappij;35;32;3;6,2;6,3;6,4
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;8;1;6,3;6,2;6,5
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Natuur en Gezondheid;11;9;2;6,1;6,3;6,3
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Natuur en Techniek;11;9;2;6,1;6,3;6,3
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;29;24;5;6,3;6,4;6,4
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VMBO;BL;Intersect. programma;ICT -route;3;3;0;6,7;6,9;6,9
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;5;5;0;6,8;7,5;7,3
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VMBO;KL;Intersect. programma;ICT -route;11;11;0;6,7;7,0;7,0
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;6;6;0;6,5;6,5;6,7
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VMBO;TL;;;53;52;1;6,5;6,6;6,7
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VWO;;;Cultuur en Maatschappij;5;4;1;6,7;6,5;6,8
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VWO;;;Economie en Maatschappij;7;7;0;6,5;7,0;6,7
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,4;6,3;6,5
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VWO;;;Natuur en Techniek;14;14;0;6,7;6,7;6,8
16VK;16VK03;loc, d' Oultremontcollege;HEUSDEN;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;21;6;6,4;6,0;6,4
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Economie;Consumptief Breed -ISP;5;5;0;6,7;6,9;6,9
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Economie;Handel en Administratie -ISP;6;6;0;6,4;6,8;6,6
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Techniek;BWI;4;4;0;6,6;7,3;6,9
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Techniek;MTR;8;8;0;6,6;7,2;6,9
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Techniek;PIE;14;14;0;6,2;7,1;6,5
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;12;0;6,2;6,5;6,4
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;GL;Economie;Handel en Administratie -ISP;15;11;4;6,4;5,6;6,2
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;GL;Techniek;PIE;10;10;0;6,7;6,3;6,7
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;3;3;0;6,4;5,8;6,3
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Economie;Consumptief Breed -ISP;9;9;0;6,4;6,2;6,5
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Economie;Handel en Administratie -ISP;16;15;1;6,4;6,2;6,5
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Techniek;BWI;1;1;0;6,6;6,9;6,8
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Techniek;MTR;9;9;0;6,1;5,9;6,1
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Techniek;PIE;8;8;0;6,5;6,8;6,7
16VM;16VM00;Herlecollege;HEERLEN;Limburg;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;13;12;1;6,2;6,0;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Cultuur en Maatschappij;10;9;1;6,4;6,0;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Economie en Maatschappij;52;42;10;6,2;6,1;6,2
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;4;1;6,5;6,4;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Natuur en Gezondheid;24;18;6;6,4;6,1;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Natuur en Techniek;9;8;1;6,4;6,5;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;12;11;1;6,4;6,4;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Economie;Handel en Administratie -ISP;1;1;0;5,8;5,5;5,8
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Intersect. programma;ICT -route;12;11;1;6,6;7,0;6,8
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Techniek;Bouwtechniek;2;2;0;6,6;7,3;7,0
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Techniek;Elektrotechniek;5;4;1;5,9;6,7;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Techniek;Metaaltechniek;4;4;0;6,3;6,7;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Zorg & Welzijn;Uiterlijke Verzorging;5;5;0;6,9;7,5;7,1
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;BL;Zorg & Welzijn;Verzorging;11;11;0;6,6;6,9;6,8
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;GL;Economie;Technologie Orientatie;2;1;1;6,2;6,0;6,4
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;GL;Techniek;Technologie Orientatie;1;1;0;6,4;6,5;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;2;2;0;6,1;5,8;6,1
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Economie;Handel en Administratie -ISP;16;16;0;6,4;6,3;6,4
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Intersect. programma;ICT -route;20;20;0;6,3;6,4;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Techniek;Bouwtechniek;11;11;0;6,6;6,7;6,7
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Techniek;Elektrotechniek;7;7;0;6,0;6,2;6,2
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Techniek;Metaaltechniek;13;13;0;6,7;6,7;6,8
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Zorg & Welzijn;Uiterlijke Verzorging;17;17;0;6,6;6,4;6,7
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;KL;Zorg & Welzijn;Verzorging;19;18;1;6,9;6,6;7,0
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VMBO;TL;;;101;98;3;6,5;6,5;6,6
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Cultuur en Maatschappij;1;1;0;6,5;5,7;6,3
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Economie en Maatschappij;15;14;1;6,6;6,4;6,7
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;7,2;6,8;7,1
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Natuur en Gezondheid;14;12;2;6,5;6,1;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Natuur en Techniek;11;11;0;6,3;6,2;6,5
16VP;16VP00;Hondsrug College;EMMEN;Drenthe;VWO;;;Natuur en Techniek / Natuur en Gezondheid;47;45;2;6,9;6,7;7,0
16XD;16XD00;College Den Hulster;VENLO;Limburg;HAVO;;;Cultuur en Maatschappij;15;12;3;6,5;6,1;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;HAVO;;;Economie en Maatschappij;39;34;5;6,4;6,5;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;HAVO;;;Natuur en Gezondheid;26;26;0;6,5;6,5;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;HAVO;;;Natuur en Techniek;15;13;2;6,3;6,7;6,6
16XD;16XD00;College Den Hulster;VENLO;Limburg;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;14;13;1;6,3;6,3;6,4
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,3;7,0;6,6
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Bouwbreed -ISP;2;2;0;5,5;6,4;6,0
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Bouwtechniek;4;4;0;6,3;7,3;6,9
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Elektrotechniek;1;1;0;6,6;7,2;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Instalektro -ISP;4;4;0;6,4;7,0;6,7
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Metaaltechniek;7;7;0;6,2;6,7;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Techniek;Voertuigentechniek;5;5;0;6,6;7,2;6,9
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Zorg & Welzijn;Verzorging;7;5;2;6,3;6,3;6,2
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;10;10;0;6,7;6,8;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;GL;Economie;Technologie Orientatie;16;16;0;6,7;6,8;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;GL;Techniek;Technologie Orientatie;5;5;0;7,1;7,1;7,2
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;GL;Zorg & Welzijn;Technologie Orientatie;12;12;0;6,7;6,6;6,9
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Economie;Handel en Administratie -ISP;9;9;0;6,1;6,3;6,4
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Bouwbreed -ISP;1;1;0;6,0;6,1;6,3
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Bouwtechniek;15;15;0;6,2;6,4;6,4
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Elektrotechniek;9;9;0;6,6;6,9;6,9
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Instalektro -ISP;6;6;0;6,2;6,3;6,3
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Metaaltechniek;7;7;0;6,3;6,4;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Techniek;Voertuigentechniek;10;9;1;6,7;6,8;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Zorg & Welzijn;Verzorging;3;3;0;6,4;6,3;6,3
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;20;19;1;6,5;6,0;6,5
16XD;16XD00;College Den Hulster;VENLO;Limburg;VMBO;TL;;;62;60;2;6,7;6,7;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VWO;;;Cultuur en Maatschappij;11;10;1;6,9;6,6;6,9
16XD;16XD00;College Den Hulster;VENLO;Limburg;VWO;;;Economie en Maatschappij;23;22;1;6,9;6,4;6,8
16XD;16XD00;College Den Hulster;VENLO;Limburg;VWO;;;Natuur en Gezondheid;23;23;0;6,5;6,4;6,6
16XD;16XD00;College Den Hulster;VENLO;Limburg;VWO;;;Natuur en Techniek;11;11;0;6,8;6,9;7,0
16XD;16XD00;College Den Hulster;VENLO;Limburg;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;21;0;6,9;6,9;7,0
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;HAVO;;;Cultuur en Maatschappij;7;6;1;6,0;5,9;6,1
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;HAVO;;;Economie en Maatschappij;27;26;1;6,1;6,6;6,4
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;4;1;6,3;6,6;6,5
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;HAVO;;;Natuur en Gezondheid;20;19;1;6,1;6,3;6,3
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;17;15;2;6,4;6,5;6,5
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VMBO;BL;Intersect. programma;DP;12;12;0;6,3;6,9;6,7
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VMBO;BL;Techniek;Techniek Breed -ISP;1;1;0;6,8;6,7;6,8
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VMBO;KL;Intersect. programma;DP;15;14;1;6,1;6,1;6,1
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VMBO;TL;;;73;61;12;6,0;6,1;6,2
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VWO;;;Cultuur en Maatschappij;1;0;1;5,6;5,0;5,7
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VWO;;;Economie en Maatschappij;6;6;0;6,6;6,9;6,9
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;7;1;6,7;6,7;6,9
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VWO;;;Natuur en Gezondheid;10;10;0;6,5;6,8;6,7
16YC;16YC00;Scheldemond College;VLISSINGEN;Zeeland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;18;16;2;6,4;6,5;6,7
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Cultuur en Maatschappij;8;6;2;6,3;5,9;6,3
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Economie en Maatschappij;39;35;4;6,4;6,1;6,4
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;6,4;6,7
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Natuur en Gezondheid;25;20;5;6,3;6,0;6,3
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Natuur en Techniek;10;9;1;6,4;6,3;6,4
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;19;19;0;6,6;6,8;6,7
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;TL;;;66;53;13;6,3;6,2;6,3
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Cultuur en Maatschappij;9;7;2;6,8;6,4;6,7
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Economie en Maatschappij;15;15;0;6,3;6,5;6,4
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,8;6,9;6,9
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Natuur en Gezondheid;28;26;2;6,5;6,2;6,5
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Natuur en Techniek;10;7;3;6,7;6,7;6,8
16YV;16YV00;Pantarijn SGM;WAGENINGEN;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;69;64;5;6,9;6,8;7,0
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;BL;Economie;EO;5;4;1;6,3;6,7;6,7
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;8;8;0;6,2;6,6;6,5
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;BL;Techniek;PIE;10;10;0;6,4;6,8;6,7
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;BL;Zorg & Welzijn;ZWE;9;9;0;6,6;7,1;6,8
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;KL;Economie;EO;19;19;0;6,9;6,4;6,8
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;14;13;1;6,7;6,0;6,5
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;KL;Techniek;PIE;9;9;0;6,3;6,3;6,4
16YV;16YV01;Pantarijn SGM;WAGENINGEN;Gelderland;VMBO;KL;Zorg & Welzijn;ZWE;8;8;0;6,9;6,6;6,9
16YV;16YV02;Pantarijn SGM;RHENEN;Utrecht;VMBO;KL;Economie;Handel en Verkoop;16;16;0;6,1;6,2;6,3
16YV;16YV02;Pantarijn SGM;RHENEN;Utrecht;VMBO;KL;Intersect. programma;ICT -route;12;12;0;6,5;6,6;6,6
16YV;16YV02;Pantarijn SGM;RHENEN;Utrecht;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;6;5;1;6,4;6,1;6,4
16YV;16YV02;Pantarijn SGM;RHENEN;Utrecht;VMBO;TL;;;31;31;0;6,6;6,5;6,8
16YV;16YV04;Pantarijn SGM;NEDER-BETUWE;Gelderland;VMBO;TL;;;50;47;3;6,4;6,4;6,5
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Cultuur en Maatschappij;10;10;0;6,6;6,6;6,7
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Economie en Maatschappij;24;22;2;6,3;6,5;6,5
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,7;6,5;6,7
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Natuur en Gezondheid;18;18;0;6,5;6,4;6,6
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Natuur en Techniek;5;5;0;6,3;6,2;6,3
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;6,6;6,7;6,7
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Cultuur en Maatschappij;5;5;0;6,6;6,2;6,5
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Economie en Maatschappij;6;5;1;6,3;6,5;6,4
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;5;1;6,6;6,6;6,7
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Natuur en Gezondheid;12;12;0;6,5;6,2;6,5
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Natuur en Techniek;3;3;0;6,6;6,3;6,6
16ZK;16ZK00;Hogeland College;EEMSMOND;Groningen;VWO;;;Natuur en Techniek / Natuur en Gezondheid;10;8;2;6,7;6,1;6,7
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;3;3;0;6,1;7,2;6,5
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;BL;Techniek;Techniek Breed -ISP;8;8;0;6,3;7,5;6,9
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;5;5;0;6,7;7,2;7,0
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;12;12;0;6,3;6,2;6,3
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;KL;Techniek;Techniek Breed -ISP;3;3;0;6,1;6,8;6,3
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;4;4;0;6,4;6,2;6,4
16ZK;16ZK01;Hogeland College;DE MARNE;Groningen;VMBO;TL;;;19;18;1;6,3;6,2;6,4
16ZK;16ZK02;Hogeland College;EEMSMOND;Groningen;VMBO;BL;Techniek;Techniek Breed -ISP;12;10;2;5,9;6,1;6,2
16ZK;16ZK02;Hogeland College;EEMSMOND;Groningen;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;17;15;2;6,2;6,1;6,4
16ZK;16ZK02;Hogeland College;EEMSMOND;Groningen;VMBO;KL;Techniek;Techniek Breed -ISP;8;8;0;6,2;6,2;6,4
16ZK;16ZK02;Hogeland College;EEMSMOND;Groningen;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;19;17;2;6,4;5,9;6,3
16ZK;16ZK02;Hogeland College;EEMSMOND;Groningen;VMBO;TL;;;71;52;19;6,2;5,8;6,2
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;HAVO;;;Cultuur en Maatschappij;14;12;2;6,7;6,2;6,5
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;HAVO;;;Economie en Maatschappij;51;49;2;6,5;6,5;6,5
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;HAVO;;;Natuur en Gezondheid;27;26;1;6,7;6,6;6,7
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;HAVO;;;Natuur en Techniek;10;10;0;6,7;6,7;6,7
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;BL;Economie;Consumptief;13;13;0;6,4;6,6;6,8
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;BL;Economie;Handel en Verkoop;5;5;0;6,3;6,7;6,8
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;BL;Techniek;Voertuigentechniek;4;4;0;6,5;6,9;6,9
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;10;10;0;6,6;6,9;7,0
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;KL;Economie;Consumptief;12;12;0;6,4;6,7;6,7
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;KL;Economie;Handel en Verkoop;12;11;1;6,1;6,3;6,5
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;KL;Techniek;Voertuigentechniek;5;5;0;6,6;6,6;6,7
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;24;24;0;6,4;6,3;6,6
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VMBO;TL;;;94;89;5;6,7;6,4;6,7
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VWO;;;Cultuur en Maatschappij;3;3;0;6,7;6,4;6,4
17AA;17AA00;Gerrit Komrij College;WINTERSWIJK;Gelderland;VWO;;;Economie en Maatschappij;12;11;1;6,6;6,2;6,4
