BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VMBO;TL;;;165;161;4;6,8;6,7;6,8
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Cultuur en Maatschappij;9;6;3;6,1;5,7;6,2
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Economie en Maatschappij;22;21;1;6,6;6,3;6,7
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,9;6,3;6,7
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Natuur en Gezondheid;15;14;1;6,5;6,4;6,6
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Natuur en Techniek;4;4;0;6,7;6,7;6,7
16RT;16RT00;VO Best-Oirschot;BEST;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;28;2;6,8;7,1;7,1
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;BL;Landbouw;Landbouw Breed -ISP;11;10;1;6,5;6,6;6,6
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;48;48;0;6,5;7,1;6,9
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;59;57;2;6,6;6,8;6,7
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;GL;Intersect. programma;ICT -route;1;1;0;6,1;5,9;6,1
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;KL;Economie;Administratie;9;9;0;6,6;6,9;6,8
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;KL;Landbouw;Landbouw Breed -ISP;8;8;0;6,6;6,8;6,8
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;31;31;0;6,4;6,8;6,7
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;65;65;0;6,5;6,5;6,6
16RT;16RT01;VO Best-Oirschot;OIRSCHOT;Noord-Brabant;VMBO;TL;;;56;54;2;6,5;6,5;6,6
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Cultuur en Maatschappij;11;10;1;6,0;6,1;6,1
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Economie en Maatschappij;75;60;15;6,1;6,2;6,2
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;10;1;6,2;6,1;6,2
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Natuur en Gezondheid;48;36;12;6,1;6,0;6,1
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;6,3;6,7;6,7
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Natuur en Techniek;15;13;2;6,7;6,6;6,6
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;25;23;2;6,5;6,4;6,5
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Cultuur en Maatschappij;10;8;2;6,5;6,3;6,5
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Economie en Maatschappij;16;15;1;6,5;6,4;6,5
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;14;1;6,6;6,5;6,6
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Natuur en Gezondheid;15;13;2;6,3;6,1;6,4
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Natuur en Techniek;10;10;0;6,5;6,3;6,5
16SK;16SK00;Liemers College;ZEVENAAR;Gelderland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;25;2;6,6;6,5;6,7
16SK;16SK01;Liemers College;MONTFERLAND;Gelderland;VMBO;GL;Economie;Handel en Administratie -ISP;9;9;0;6,7;6,3;6,6
16SK;16SK01;Liemers College;MONTFERLAND;Gelderland;VMBO;GL;Techniek;Metalectro -ISP;6;6;0;6,5;6,7;6,6
16SK;16SK01;Liemers College;MONTFERLAND;Gelderland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;10;9;1;6,3;6,4;6,5
16SK;16SK01;Liemers College;MONTFERLAND;Gelderland;VMBO;TL;;;31;30;1;6,7;6,6;6,7
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Economie;Handel en Administratie -ISP;15;15;0;6,6;7,1;6,9
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Intersect. programma;Sport, Dienstverlening en Veiligheid;15;15;0;6,5;6,8;6,6
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Techniek;Bouwtechniek;6;6;0;6,5;6,7;6,6
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Techniek;Metalectro -ISP;8;8;0;6,8;7,8;7,2
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Techniek;Transport en Logistiek;3;3;0;6,6;7,0;6,9
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Techniek;Voertuigentechniek;7;6;1;6,5;7,1;6,7
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Zorg & Welzijn;Verzorging;19;19;0;6,9;6,7;6,9
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;8;7;1;6,4;6,5;6,4
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;GL;Economie;Handel en Administratie -ISP;14;13;1;6,3;6,1;6,4
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;GL;Techniek;Bouwbreed -ISP;2;2;0;6,5;5,8;6,4
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;GL;Techniek;Metalectro -ISP;5;5;0;6,9;6,8;6,9
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;GL;Zorg & Welzijn;Zorg en Welzijn -ISP;12;11;1;6,5;6,2;6,5
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Economie;Handel en Administratie -ISP;26;24;2;6,6;6,5;6,7
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Intersect. programma;Sport, Dienstverlening en Veiligheid;34;34;0;6,5;6,5;6,6
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Techniek;Bouwtechniek;5;5;0;6,3;6,1;6,4
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Techniek;Metalectro -ISP;12;10;2;6,4;6,4;6,5
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Techniek;Transport en Logistiek;10;9;1;6,5;6,2;6,6
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Techniek;Voertuigentechniek;10;9;1;6,6;6,4;6,8
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Zorg & Welzijn;Verzorging;32;32;0;6,6;6,4;6,7
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;9;9;0;6,5;6,1;6,5
16SK;16SK05;Liemers College;ZEVENAAR;Gelderland;VMBO;TL;;;105;101;4;6,6;6,3;6,5
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Cultuur en Maatschappij;13;12;1;6,4;6,1;6,3
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Economie en Maatschappij;48;42;6;6,3;6,1;6,3
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;11;10;1;6,8;6,4;6,7
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Natuur en Gezondheid;15;13;2;6,5;6,1;6,5
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Natuur en Techniek;10;9;1;6,6;6,6;6,7
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;27;23;4;6,5;6,6;6,7
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Cultuur en Maatschappij;6;6;0;6,8;6,4;6,9
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Economie en Maatschappij;23;21;2;6,5;6,3;6,7
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;5;2;6,4;6,1;6,4
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Natuur en Gezondheid;6;6;0;6,5;6,1;6,7
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Natuur en Techniek;4;4;0;6,3;5,9;6,4
16SL;16SL00;Sint-Janscollege;HEERLEN;Limburg;VWO;;;Natuur en Techniek / Natuur en Gezondheid;41;35;6;6,9;6,3;6,9
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Cultuur en Maatschappij;10;8;2;6,7;6,3;6,6
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Economie en Maatschappij;31;30;1;6,4;6,3;6,5
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;1;1;6,5;5,6;6,2
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Natuur en Gezondheid;19;16;3;6,5;6,1;6,4
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Natuur en Techniek;6;5;1;6,1;6,1;6,2
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;3;0;6,5;6,2;6,5
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VMBO;TL;;;58;52;6;6,5;6,2;6,5
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VWO;;;Cultuur en Maatschappij;5;5;0;6,8;6,4;6,9
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VWO;;;Economie en Maatschappij;3;2;1;6,4;6,4;6,5
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;16;14;2;6,7;6,2;6,5
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VWO;;;Natuur en Gezondheid;9;8;1;6,3;5,8;6,3
16ST;16ST00;BSG;BERGEN NH;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;21;17;4;6,6;6,2;6,6
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;8;7;1;6,5;6,4;6,6
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Economie en Maatschappij;23;20;3;6,3;6,3;6,4
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;3;0;6,6;6,3;6,7
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Natuur en Gezondheid;25;20;5;6,2;6,1;6,3
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Natuur en Techniek;9;9;0;6,6;6,8;6,5
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;20;19;1;6,4;6,4;6,5
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Cultuur en Maatschappij;1;1;0;6,4;5,6;6,2
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Economie en Maatschappij;6;6;0;6,5;6,2;6,5
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;7,6;7,5;7,4
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Natuur en Gezondheid;5;5;0;6,4;6,3;6,5
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Natuur en Techniek;3;3;0;6,6;6,5;6,8
16SW;16SW00;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VWO;;;Natuur en Techniek / Natuur en Gezondheid;15;14;1;6,7;6,5;6,7
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;BL;Intersect. programma;Dienstverlening & Commercie;13;13;0;6,4;7,1;6,6
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;BL;Intersect. programma;Techniek & Commercie;7;7;0;6,7;7,5;7,1
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;GL;Intersect. programma;Dienstverlening & Commercie;92;89;3;6,5;6,4;6,5
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;GL;Intersect. programma;Techniek & Commercie;41;41;0;6,5;6,5;6,5
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;KL;Intersect. programma;Dienstverlening & Commercie;49;48;1;6,3;6,4;6,4
16SW;16SW03;RK SGM METAMEER;BOXMEER;Noord-Brabant;VMBO;KL;Intersect. programma;Techniek & Commercie;19;19;0;6,4;6,8;6,6
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;BL;Economie;Handel en Administratie -ISP;4;4;0;6,7;7,1;6,8
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;BL;Landbouw;Landbouw Breed -ISP;4;4;0;6,5;7,4;7,0
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;BL;Techniek;Techniek Breed -ISP;23;23;0;6,6;7,2;6,9
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;20;20;0;6,5;6,6;6,6
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;GL;Intersect. programma;Dienstverlening & Commercie;41;40;1;6,8;6,4;6,7
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;GL;Intersect. programma;Techniek & Commercie;32;32;0;6,9;6,5;6,7
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;KL;Economie;Handel en Administratie -ISP;14;14;0;6,5;6,5;6,6
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;KL;Landbouw;Landbouw Breed -ISP;10;10;0;6,6;6,6;6,6
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;KL;Techniek;Techniek Breed -ISP;26;26;0;6,6;6,7;6,7
16SW;16SW05;RK SGM METAMEER;SINT ANTHONIS;Noord-Brabant;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;24;24;0;6,6;6,5;6,6
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;19;18;1;6,5;6,6;6,7
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij;11;11;0;6,5;6,7;6,6
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;16;15;1;6,5;6,2;6,5
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Gezondheid;15;10;5;6,4;6,1;6,5
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;9;6;3;6,4;6,2;6,4
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;VMBO;TL;;;24;19;5;6,4;6,1;6,3
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;VWO;;;Cultuur en Maatschappij;9;9;0;6,7;6,4;6,6
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;3;1;6,2;6,0;6,1
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Gezondheid;6;4;2;6,5;5,9;6,5
16TS;16TS00;Vrije School N Holland;AMSTERDAM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;8;7;1;6,9;7,0;7,1
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;HAVO;;;Cultuur en Maatschappij;8;8;0;6,4;6,6;6,7
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;HAVO;;;Economie en Maatschappij;18;16;2;6,4;6,3;6,5
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;20;20;0;6,7;6,7;6,8
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;VMBO;TL;;;58;51;7;6,5;6,3;6,5
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;6,8;6,3;6,8
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;8;4;4;6,6;6,3;6,7
16TS;16TS02;Vrije School N Holland;HAARLEM;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;6,8;6,7;6,9
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;HAVO;;;Cultuur en Maatschappij;18;13;5;6,3;6,3;6,5
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;HAVO;;;Economie en Maatschappij;4;4;0;6,6;6,3;6,7
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;14;10;4;6,7;6,4;6,7
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;HAVO;;;Natuur en Gezondheid;5;4;1;6,2;6,3;6,5
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;15;13;2;6,5;6,5;6,7
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;VMBO;TL;;;24;21;3;6,3;6,2;6,4
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;VWO;;;Cultuur en Maatschappij;10;9;1;7,1;7,0;7,2
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;16;13;3;6,6;6,2;6,6
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;VWO;;;Natuur en Gezondheid;1;1;0;6,7;6,7;6,8
16TS;16TS03;Vrije School Noord-Holland;BERGEN NH;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;19;15;4;6,9;6,4;6,9
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;19;14;5;6,3;5,8;6,2
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;HAVO;;;Economie en Maatschappij;6;5;1;6,2;6,0;6,2
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Gezondheid;2;2;0;6,5;6,7;6,9
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;HAVO;;;Natuur en Techniek;9;8;1;6,2;6,4;6,4
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;VMBO;TL;;;87;61;26;6,3;6,0;6,3
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;VWO;;;Cultuur en Maatschappij;5;5;0;6,6;6,2;6,5
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;VWO;;;Economie en Maatschappij;6;6;0;6,4;6,2;6,5
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Gezondheid;1;1;0;6,6;6,0;6,4
16TV;16TV00;Vrije School Z-Holland;S GRAVENHAGE;Zuid-Holland;VWO;;;Natuur en Techniek;19;17;2;6,8;6,5;6,9
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;23;18;5;6,4;6,0;6,3
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;HAVO;;;Economie en Maatschappij;19;15;4;6,4;6,1;6,3
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Gezondheid;5;4;1;6,4;6,1;6,3
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;HAVO;;;Natuur en Techniek;9;8;1;6,4;6,1;6,3
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;VMBO;TL;;;87;79;8;6,4;6,2;6,4
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;VWO;;;Cultuur en Maatschappij;4;4;0;6,6;6,2;6,5
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;VWO;;;Economie en Maatschappij;12;11;1;6,5;6,1;6,4
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Gezondheid;3;3;0;6,4;5,8;6,4
16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;Zuid-Holland;VWO;;;Natuur en Techniek;6;6;0;6,9;6,8;6,9
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;HAVO;;;Cultuur en Maatschappij;14;13;1;6,4;6,6;6,5
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij;7;7;0;6,5;6,8;6,6
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;6;6;0;6,5;6,4;6,4
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Gezondheid;4;4;0;6,2;6,3;6,4
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;3;3;0;6,4;6,0;6,4
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;VMBO;TL;;;41;39;2;6,3;6,4;6,3
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;VWO;;;Cultuur en Maatschappij;1;1;0;6,4;6,4;6,4
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,5;6,1;6,3
16TV;16TV02;Vrije School Z-Holland;LEIDEN;Zuid-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;7;7;0;6,9;6,8;7,0
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Cultuur en Maatschappij;8;7;1;6,3;6,0;6,4
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Economie en Maatschappij;54;48;6;6,4;6,2;6,4
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;5;5;0;6,4;6,4;6,4
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Natuur en Gezondheid;41;31;10;6,4;6,0;6,4
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Natuur en Techniek;7;7;0;6,6;6,7;6,8
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;17;16;1;6,5;6,4;6,6
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VMBO;TL;;;86;83;3;6,5;6,5;6,6
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VWO;;;Economie en Maatschappij;11;11;0;6,3;6,2;6,4
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;9;8;1;6,4;6,4;6,5
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VWO;;;Natuur en Gezondheid;10;8;2;6,5;6,2;6,5
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VWO;;;Natuur en Techniek;4;2;2;6,5;6,0;6,3
16VI;16VI00;RK SGM Canisius;ALMELO;Overijssel;VWO;;;Natuur en Techniek / Natuur en Gezondheid;32;25;7;6,6;6,3;6,7
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;BL;Intersect. programma;Techniek & Commercie;9;9;0;6,6;7,4;7,0
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;BL;Landbouw;Landbouw Breed -ISP;7;7;0;6,4;6,5;6,6
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;BL;Zorg & Welzijn;Zorg en Welzijn -ISP;9;9;0;6,5;7,2;6,9
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;GL;Intersect. programma;Dienstverlening & Commercie;9;8;1;6,2;6,0;6,2
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;KL;Intersect. programma;Techniek & Commercie;21;21;0;6,3;6,2;6,3
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;KL;Landbouw;Landbouw Breed -ISP;7;7;0;6,5;6,6;6,6
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;KL;Zorg & Welzijn;Zorg en Welzijn -ISP;34;33;1;6,4;6,3;6,4
16VI;16VI01;RK SGM Canisius;TUBBERGEN;Overijssel;VMBO;TL;;;55;55;0;6,6;6,4;6,6
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Cultuur en Maatschappij;10;9;1;6,7;6,6;6,8
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Economie en Maatschappij;50;43;7;6,2;6,3;6,4
16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;Noord-Brabant;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;3;2;1;6,4;5,7;6,2
